membros,eixos,escore_latente,escore_design_z,similaridade_semantica,na_faixa,quadrante,solida,confianca_modal
W1566478880|W2102469678|W4244612406,Cyb|PolInd,0.0594,1.292,0.4033,0,ruido_quimera,0,obra
W1566478880|W2039191423|W4244612406,Cyb|PolInd,0.0581,1.292,0.4455,0,ruido_quimera,0,obra
W1566478880|W2095561982|W4244612406,Cyb|PolInd,0.0581,1.292,0.4286,0,ruido_quimera,0,obra
W1566478880|W2118243939|W4244612406,Cyb|PolInd,0.0581,1.292,0.3497,1,fechamento_trivial,0,obra
W1554940969|W2026948646|W2154683088,Cyb|PolInd,0.053,1.292,0.3118,1,fechamento_trivial,0,obra
W1492856410|W1554940969|W2072863585,Cyb|PolInd,0.0426,1.292,0.3134,1,fechamento_trivial,0,obra
W1970428482|W2108795964|W2123755784,Cyb|PolInd,0.0426,1.292,0.2269,0,ruido_quimera,0,obra
W1970428482|W2123755784|W2140409505,Cyb|PolInd,0.0426,1.292,0.1356,0,ruido_quimera,0,obra
W1492856410|W1999997471|W2086450534,Cyb|PolInd,0.0413,1.292,0.4096,0,ruido_quimera,0,obra
W1492856410|W2086450534|W2108795964,Cyb|PolInd,0.0401,1.292,0.3489,1,fechamento_trivial,0,obra
W1566478880|W2086450534|W3016265253,Cyb|PolInd,0.0388,1.292,0.2502,0,ruido_quimera,0,obra
W1492856410|W2025177555|W2061977616,Cyb|PolInd,0.0362,1.292,0.2898,0,ruido_quimera,0,obra
W1492856410|W1973308529|W2025177555,Cyb|PolInd,0.0349,1.292,0.2833,0,ruido_quimera,0,obra
W1495886451|W1566478880|W1601944394,Cyb|PolInd,0.0349,1.292,0.3193,1,ruido_quimera,0,obra
W1566478880|W1601944394|W1895366050,Cyb|PolInd,0.0349,1.292,0.3008,1,ruido_quimera,0,obra
W2123755784|W2131740028|W4244612406,Cyb|PolInd,0.0349,1.292,0.2286,0,ruido_quimera,0,obra
W1554940969|W1601944394|W2123755784,Cyb|PolInd,0.0336,1.292,0.2371,0,ruido_quimera,0,obra
W2072863585|W2108795964|W2123755784,Cyb|PolInd,0.031,1.292,0.2331,0,ruido_quimera,0,obra
W2072863585|W2123755784|W2140409505,Cyb|PolInd,0.031,1.292,0.1557,0,ruido_quimera,0,obra
W1495961791|W1566478880|W2140956556,Cyb|PolInd,0.0297,1.292,0.3253,1,ruido_quimera,0,obra
W1527571715|W1566478880|W1576605329,Cyb|PolInd,0.0297,1.292,0.2841,0,ruido_quimera,0,obra
W1566478880|W1576605329|W1968044930,Cyb|PolInd,0.0297,1.292,0.3253,1,ruido_quimera,0,obra
W1495961791|W1566478880|W2060827592,Cyb|PolInd,0.0284,1.292,0.3333,1,ruido_quimera,0,obra
W1566478880|W1970428482|W1990513740,Cyb|PolInd,0.0152,1.292,0.2528,0,ruido_quimera,0,obra
W1979968159|W2752617332|W3124879925,PolInd|Reg,0.015,1.292,0.3197,1,ruido_quimera,0,obra
W1492856410|W1990513740|W67809301,Cyb|PolInd|Reg,0.0349,1.288,0.1897,0,ruido_quimera,0,obra
W1895366050|W2123755784|W2154683088,Cyb|PolInd,0.1189,1.266,0.3059,1,fechamento_trivial,0,obra
W1492856410|W2082503759|W2154683088,Cyb|PolInd,0.0904,1.266,0.3285,1,fechamento_trivial,0,obra
W1540626093|W1566478880|W3016265253,Cyb|PolInd,0.0685,1.266,0.3708,0,ruido_quimera,0,obra
W1492856410|W1517138715|W90769783,Cyb|PolInd,0.0543,1.266,0.2729,0,ruido_quimera,0,obra
W1492856410|W2566856888|W90769783,Cyb|PolInd,0.053,1.266,0.2215,0,ruido_quimera,0,obra
W1566478880|W2102469678|W90769783,Cyb|PolInd,0.0504,1.266,0.3878,0,ruido_quimera,0,obra
W1566478880|W2039191423|W90769783,Cyb|PolInd,0.0491,1.266,0.3707,0,ruido_quimera,0,obra
W1566478880|W2095561982|W90769783,Cyb|PolInd,0.0491,1.266,0.4018,0,ruido_quimera,0,obra
W1566478880|W2118243939|W90769783,Cyb|PolInd,0.0491,1.266,0.3724,0,ruido_quimera,0,obra
W2026948646|W2061977616|W2123755784,Cyb|PolInd,0.0491,1.266,0.1402,0,ruido_quimera,0,obra
W1566478880|W1968459280|W3016265253,Cyb|PolInd,0.0452,1.266,0.2924,1,fechamento_trivial,0,obra
W1601629960|W2020982650|W2566856888,PolInd|Reg,0.0452,1.266,0.3085,1,fechamento_trivial,0,obra
W1517138715|W1601629960|W2020982650,PolInd|Reg,0.0439,1.266,0.2966,1,fechamento_trivial,0,obra
W1535129021|W1601629960|W2020982650,PolInd|Reg,0.0439,1.266,0.3164,1,fechamento_trivial,0,obra
W2013386523|W2026948646|W2123755784,Cyb|PolInd,0.0439,1.266,0.1362,0,ruido_quimera,0,obra
W1517138715|W1566478880|W1983425281,Cyb|PolInd,0.0388,1.266,0.2505,0,ruido_quimera,0,obra
W1566478880|W1983425281|W2566856888,Cyb|PolInd,0.0388,1.266,0.3155,1,ruido_quimera,0,obra
W2025177555|W2048086870|W2099330597,Cyb|PolInd,0.0388,1.266,0.2869,0,ruido_quimera,0,obra
W1492856410|W1540626093|W1999997471,Cyb|PolInd,0.0375,1.266,0.3143,1,ruido_quimera,0,obra
W1517138715|W1530425941|W1566478880,Cyb|PolInd,0.0375,1.266,0.2418,0,ruido_quimera,0,obra
W1530425941|W1566478880|W2566856888,Cyb|PolInd,0.0375,1.266,0.2744,0,ruido_quimera,0,obra
W1601629960|W1980975001|W2566856888,PolInd|Reg,0.0375,1.266,0.3339,1,ruido_quimera,0,obra
W1535129021|W1601629960|W1980975001,PolInd|Reg,0.0362,1.266,0.3169,1,ruido_quimera,0,obra
W1551036771|W1566478880|W2101157755,Cyb|PolInd,0.0336,1.266,0.3153,1,ruido_quimera,0,obra
W1566478880|W2082503759|W2101157755,Cyb|PolInd,0.0336,1.266,0.392,0,ruido_quimera,0,obra
W1601629960|W2082088739|W2566856888,PolInd|Reg,0.0323,1.266,0.2687,0,ruido_quimera,0,obra
W1566478880|W2037306909|W3016265253,Cyb|PolInd,0.0297,1.266,0.3627,0,ruido_quimera,0,obra
W1492856410|W1999997471|W2037306909,Cyb|PolInd,0.0284,1.266,0.4301,0,ruido_quimera,0,obra
W1566478880|W1731457293|W2101157755,Cyb|PolInd,0.0151,1.266,0.3333,1,ruido_quimera,0,obra
W1492856410|W1731457293|W2154683088,Cyb|PolInd,0.0115,1.266,0.3989,0,ruido_quimera,0,obra
W1492856410|W1540626093|W2108795964,Cyb|PolInd,0.0114,1.266,0.3107,1,ruido_quimera,0,obra
W2030753430|W2120106358|W3124879925,PolInd|Reg,0.0672,1.259,0.3239,1,fechamento_trivial,0,obra
W2120106358|W2127454860|W3124879925,PolInd|Reg,0.0183,1.259,0.3859,0,ruido_quimera,0,obra
W1492856410|W1978399955|W2123755784,Cyb|PolInd,0.0853,1.241,0.2085,0,ruido_quimera,0,obra
W1492856410|W2095561982|W2123755784,Cyb|PolInd,0.084,1.241,0.2358,0,ruido_quimera,0,obra
W1566478880|W1576605329|W582908774,Cyb|PolInd,0.0633,1.241,0.3413,1,fechamento_trivial,0,obra
W1566478880|W2099670044|W4244612406,Cyb|PolInd,0.0581,1.241,0.4645,0,ruido_quimera,0,obra
W1566478880|W2108767715|W4244612406,Cyb|PolInd,0.0581,1.241,0.3644,0,ruido_quimera,0,obra
W1492856410|W1601944394|W2013386523,Cyb|PolInd,0.0491,1.241,0.2983,1,fechamento_trivial,0,obra
W1492856410|W1601944394|W1973308529,Cyb|PolInd,0.0478,1.241,0.2942,1,fechamento_trivial,0,obra
W1554940969|W1970428482|W2123755784,Cyb|PolInd,0.0439,1.241,0.1811,0,ruido_quimera,0,obra
W1492856410|W1554940969|W2086450534,Cyb|PolInd,0.0413,1.241,0.4001,0,ruido_quimera,0,obra
W1495886451|W1566478880|W1970428482,Cyb|PolInd,0.0413,1.241,0.2784,0,ruido_quimera,0,obra
W1566478880|W1895366050|W1970428482,Cyb|PolInd,0.0413,1.241,0.2824,0,ruido_quimera,0,obra
W1566478880|W1990513740|W2086450534,Cyb|PolInd,0.0388,1.241,0.198,0,ruido_quimera,0,obra
W1566478880|W2059789395|W2086450534,Cyb|PolInd,0.0375,1.241,0.2933,1,ruido_quimera,0,obra
W1566478880|W1601944394|W1731457293,Cyb|PolInd,0.0362,1.241,0.3725,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2122679534,Cyb|PolInd,0.0362,1.241,0.2855,0,ruido_quimera,0,obra
W1535129021|W2123755784|W4244612406,Cyb|PolInd,0.0349,1.241,0.2737,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2082503759,Cyb|PolInd,0.0349,1.241,0.291,0,ruido_quimera,0,obra
W1554940969|W2072863585|W2123755784,Cyb|PolInd,0.0323,1.241,0.1445,0,ruido_quimera,0,obra
W2086450534|W2108795964|W2123755784,Cyb|PolInd,0.031,1.241,0.1743,0,ruido_quimera,0,obra
W2086450534|W2123755784|W2140409505,Cyb|PolInd,0.031,1.241,0.0687,0,ruido_quimera,0,obra
W1973308529|W2154683088|W90769783,Cyb|PolInd,0.0297,1.241,0.3077,1,ruido_quimera,0,obra
W2061977616|W2154683088|W90769783,Cyb|PolInd,0.0187,1.241,0.3004,1,ruido_quimera,0,obra
W1492856410|W2039191423|W2123755784,Cyb|PolInd,0.0115,1.241,0.2248,0,ruido_quimera,0,obra
W2013386523|W2025177555|W2123755784,Cyb|PolInd,0.0115,1.241,0.1747,0,ruido_quimera,0,obra
W1601629960|W2127617481|W2131740028,PolInd|Reg,0.0607,1.238,0.3013,1,fechamento_trivial,0,obra
W1601629960|W2566856888|W595329111,PolInd|Reg,0.0556,1.238,0.1796,0,ruido_quimera,0,obra
W1535129021|W1601629960|W595329111,PolInd|Reg,0.0543,1.238,0.1812,0,ruido_quimera,0,obra
W1601629960|W1973308529|W2128634656,PolInd|Reg,0.0517,1.238,0.3086,1,fechamento_trivial,0,obra
W1520641906|W1999997471|W2126563689,PolInd|Reg,0.0491,1.238,0.2853,0,ruido_quimera,0,obra
W1520641906|W2108795964|W2126563689,PolInd|Reg,0.0491,1.238,0.2981,1,fechamento_trivial,0,obra
W1520641906|W2126563689|W2140409505,PolInd|Reg,0.0491,1.238,0.3194,1,fechamento_trivial,0,obra
W1601629960|W1973308529|W221732451,PolInd|Reg,0.0323,1.238,0.316,1,ruido_quimera,0,obra
W2012275303|W2127454860|W3124879925,PolInd|Reg,0.0375,1.226,0.4568,0,ruido_quimera,0,obra
W1492856410|W1517138715|W2026948646,Cyb|PolInd,0.0775,1.215,0.349,1,fechamento_trivial,0,obra
W1492856410|W1535129021|W2026948646,Cyb|PolInd,0.0762,1.215,0.4307,0,ruido_quimera,0,obra
W1492856410|W2026948646|W2566856888,Cyb|PolInd,0.0762,1.215,0.3522,1,fechamento_trivial,0,obra
W1540626093|W1566478880|W1990513740,Cyb|PolInd,0.0685,1.215,0.2825,0,ruido_quimera,0,obra
W1540626093|W2123755784|W2140409505,Cyb|PolInd,0.0594,1.215,0.1172,0,ruido_quimera,0,obra
W1566478880|W1978399955|W2026948646,Cyb|PolInd,0.0543,1.215,0.2688,0,ruido_quimera,0,obra
W1492856410|W3022339544|W90769783,Cyb|PolInd,0.053,1.215,0.2826,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2102469678,Cyb|PolInd,0.053,1.215,0.28,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2095561982,Cyb|PolInd,0.0517,1.215,0.3089,1,fechamento_trivial,0,obra
W1566478880|W2026948646|W2118243939,Cyb|PolInd,0.0517,1.215,0.2481,0,ruido_quimera,0,obra
W1970428482|W2108795964|W2154683088,Cyb|PolInd,0.0439,1.215,0.3583,1,fechamento_trivial,0,obra
W1970428482|W2140409505|W2154683088,Cyb|PolInd,0.0439,1.215,0.2939,1,fechamento_trivial,0,obra
W1566478880|W1983425281|W3022339544,Cyb|PolInd,0.0388,1.215,0.3433,1,ruido_quimera,0,obra
W1492856410|W1540626093|W1554940969,Cyb|PolInd,0.0375,1.215,0.3107,1,ruido_quimera,0,obra
W1530425941|W1566478880|W3022339544,Cyb|PolInd,0.0375,1.215,0.3079,1,ruido_quimera,0,obra
W2072863585|W2108795964|W2154683088,Cyb|PolInd,0.0375,1.215,0.341,1,ruido_quimera,0,obra
W2072863585|W2140409505|W2154683088,Cyb|PolInd,0.0375,1.215,0.2905,0,ruido_quimera,0,obra
W1492856410|W1999997471|W233775549,Cyb|PolInd,0.0362,1.215,0.4555,0,ruido_quimera,0,obra
W1492856410|W2108795964|W233775549,Cyb|PolInd,0.0349,1.215,0.4309,0,ruido_quimera,0,obra
W1510137183|W1566478880|W2101157755,Cyb|PolInd,0.0336,1.215,0.3646,0,ruido_quimera,0,obra
W1492856410|W1506732837|W1999997471,Cyb|PolInd,0.0323,1.215,0.3795,0,ruido_quimera,0,obra
W1492856410|W1506732837|W2108795964,Cyb|PolInd,0.031,1.215,0.3516,1,ruido_quimera,0,obra
W1968459280|W2108795964|W2123755784,Cyb|PolInd,0.0297,1.215,0.3252,1,ruido_quimera,0,obra
W1983425281|W2007180942|W2123755784,Cyb|PolInd,0.0297,1.215,0.223,0,ruido_quimera,0,obra
W1983425281|W2123755784|W3121147769,Cyb|PolInd,0.0297,1.215,0.1832,0,ruido_quimera,0,obra
W1227306373|W1492856410|W1999997471,Cyb|PolInd,0.0284,1.215,0.3391,1,ruido_quimera,0,obra
W1492856410|W1554940969|W2037306909,Cyb|PolInd,0.0284,1.215,0.4286,0,ruido_quimera,0,obra
W2025177555|W2048086870|W2060827592,Cyb|PolInd,0.017,1.215,0.3981,0,ruido_quimera,0,obra
W2082503759|W2123755784|W2154683088,Cyb|PolInd,0.0116,1.215,0.2624,0,ruido_quimera,0,obra
W1566478880|W2026948646|W2039191423,Cyb|PolInd,0.0115,1.215,0.2977,1,ruido_quimera,0,obra
W1601629960|W2131740028|W2134758682,PolInd|Reg,0.0556,1.21,0.2741,0,ruido_quimera,0,obra
W1601629960|W2020982650|W3022339544,PolInd|Reg,0.0439,1.21,0.3337,1,fechamento_trivial,0,obra
W1500608409|W1601629960|W1973308529,PolInd|Reg,0.0413,1.21,0.2425,0,ruido_quimera,0,obra
W1601629960|W1980975001|W3022339544,PolInd|Reg,0.0362,1.21,0.3558,1,ruido_quimera,0,obra
W1601629960|W2037927976|W2566856888,PolInd|Reg,0.0349,1.21,0.2682,0,ruido_quimera,0,obra
W1517138715|W1601629960|W2037927976,PolInd|Reg,0.0336,1.21,0.3011,1,ruido_quimera,0,obra
W1535129021|W1601629960|W2037927976,PolInd|Reg,0.0336,1.21,0.3041,1,ruido_quimera,0,obra
W1601629960|W1973308529|W2043474425,PolInd|Reg,0.031,1.21,0.2805,0,ruido_quimera,0,obra
W1601629960|W1973308529|W232611682,PolInd|Reg,0.031,1.21,0.1902,0,ruido_quimera,0,obra
W1601629960|W2082088739|W3022339544,PolInd|Reg,0.031,1.21,0.2761,0,ruido_quimera,0,obra
W1542961362|W1601629960|W2131740028,PolInd|Reg,0.0297,1.21,0.2418,0,ruido_quimera,0,obra
W2017802748|W2127454860|W3124879925,PolInd|Reg,0.0362,1.193,0.4199,0,ruido_quimera,0,obra
W1566478880|W1978399955|W2025177555,Cyb|PolInd,0.0685,1.19,0.4073,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2102469678,Cyb|PolInd,0.0672,1.19,0.3972,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2039191423,Cyb|PolInd,0.0659,1.19,0.3923,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2095561982,Cyb|PolInd,0.0659,1.19,0.4101,0,ruido_quimera,0,obra
W1566478880|W2025177555|W2118243939,Cyb|PolInd,0.0659,1.19,0.3729,0,ruido_quimera,0,obra
W1492856410|W1970428482|W2013386523,Cyb|PolInd,0.0594,1.19,0.2781,0,ruido_quimera,0,obra
W1492856410|W1970428482|W1973308529,Cyb|PolInd,0.0581,1.19,0.2428,0,ruido_quimera,0,obra
W1566478880|W2025579080|W4244612406,Cyb|PolInd,0.0581,1.19,0.425,0,ruido_quimera,0,obra
W2026948646|W2061977616|W2154683088,Cyb|PolInd,0.0568,1.19,0.2168,0,ruido_quimera,0,obra
W1973308529|W2026948646|W2154683088,Cyb|PolInd,0.0517,1.19,0.2489,0,ruido_quimera,0,obra
W1492856410|W2013386523|W2072863585,Cyb|PolInd,0.0426,1.19,0.2343,0,ruido_quimera,0,obra
W1566478880|W1731457293|W1970428482,Cyb|PolInd,0.0426,1.19,0.3371,1,fechamento_trivial,0,obra
W1566478880|W1970428482|W2122679534,Cyb|PolInd,0.0426,1.19,0.2547,0,ruido_quimera,0,obra
W1492856410|W1973308529|W2072863585,Cyb|PolInd,0.0413,1.19,0.2095,0,ruido_quimera,0,obra
W1566478880|W1970428482|W2082503759,Cyb|PolInd,0.0413,1.19,0.2712,0,ruido_quimera,0,obra
W1495886451|W1566478880|W2086450534,Cyb|PolInd,0.0375,1.19,0.1994,0,ruido_quimera,0,obra
W1566478880|W1895366050|W2086450534,Cyb|PolInd,0.0375,1.19,0.218,0,ruido_quimera,0,obra
W1601944394|W2061977616|W2123755784,Cyb|PolInd,0.0375,1.19,0.1789,0,ruido_quimera,0,obra
W2123755784|W3022339544|W4244612406,Cyb|PolInd,0.0375,1.19,0.3519,1,ruido_quimera,0,obra
W1492856410|W1968044930|W1999997471,Cyb|PolInd,0.0362,1.19,0.4666,0,ruido_quimera,0,obra
W1492856410|W1968044930|W2108795964,Cyb|PolInd,0.0349,1.19,0.416,0,ruido_quimera,0,obra
W1492856410|W2025177555|W2566856888,Cyb|PolInd,0.0349,1.19,0.2778,0,ruido_quimera,0,obra
W1554940969|W2086450534|W2123755784,Cyb|PolInd,0.0323,1.19,0.1591,0,ruido_quimera,0,obra
W1601944394|W2013386523|W2123755784,Cyb|PolInd,0.0323,1.19,0.1771,0,ruido_quimera,0,obra
W148613442|W1566478880|W2140956556,Cyb|PolInd,0.031,1.19,0.3263,1,ruido_quimera,0,obra
W1527571715|W1566478880|W3016265253,Cyb|PolInd,0.031,1.19,0.2803,0,ruido_quimera,0,obra
W1566478880|W1968044930|W3016265253,Cyb|PolInd,0.031,1.19,0.348,1,ruido_quimera,0,obra
W148613442|W1566478880|W2060827592,Cyb|PolInd,0.0297,1.19,0.3301,1,ruido_quimera,0,obra
W2131740028|W2154683088|W90769783,Cyb|PolInd,0.0297,1.19,0.2763,0,ruido_quimera,0,obra
W1492856410|W1731457293|W67809301,Cyb|PolInd|Reg,0.0349,1.182,0.2601,0,ruido_quimera,0,obra
W1517138715|W1601629960|W2127617481,PolInd|Reg,0.0568,1.181,0.3042,1,fechamento_trivial,0,obra
W1535129021|W1601629960|W2127617481,PolInd|Reg,0.0568,1.181,0.3282,1,fechamento_trivial,0,obra
W1601629960|W3022339544|W595329111,PolInd|Reg,0.0543,1.181,0.2017,0,ruido_quimera,0,obra
W1601629960|W2128634656|W2131740028,PolInd|Reg,0.053,1.181,0.2917,1,fechamento_trivial,0,obra
W142073415|W1601629960|W2566856888,PolInd|Reg,0.0401,1.181,0.3038,1,fechamento_trivial,0,obra
W142073415|W1517138715|W1601629960,PolInd|Reg,0.0388,1.181,0.2892,0,ruido_quimera,0,obra
W142073415|W1535129021|W1601629960,PolInd|Reg,0.0388,1.181,0.312,1,ruido_quimera,0,obra
W1574300438|W1601629960|W1973308529,PolInd|Reg,0.0388,1.181,0.2287,0,ruido_quimera,0,obra
W2080554996|W2126563689|W3121147769,PolInd|Reg,0.0349,1.181,0.3463,1,ruido_quimera,0,obra
W1601629960|W2131740028|W221732451,PolInd|Reg,0.0336,1.181,0.3037,1,ruido_quimera,0,obra
W1492856410|W1978399955|W2154683088,Cyb|PolInd,0.0904,1.164,0.3204,1,fechamento_trivial,0,obra
W1492856410|W2118243939|W2154683088,Cyb|PolInd,0.0904,1.164,0.3307,1,fechamento_trivial,0,obra
W1492856410|W2026948646|W3022339544,Cyb|PolInd,0.0762,1.164,0.443,0,ruido_quimera,0,obra
W1540626093|W1566478880|W1895366050,Cyb|PolInd,0.0672,1.164,0.3421,1,fechamento_trivial,0,obra
W1540626093|W1554940969|W2123755784,Cyb|PolInd,0.0607,1.164,0.1604,0,ruido_quimera,0,obra
W1492856410|W2120106358|W90769783,Cyb|PolInd,0.053,1.164,0.315,1,fechamento_trivial,0,obra
W1566478880|W1990513740|W233775549,Cyb|PolInd,0.0517,1.164,0.2678,0,ruido_quimera,0,obra
W1566478880|W2059789395|W233775549,Cyb|PolInd,0.0504,1.164,0.3344,1,fechamento_trivial,0,obra
W2123755784|W3022339544|W90769783,Cyb|PolInd,0.0452,1.164,0.3482,1,fechamento_trivial,0,obra
W1495886451|W1566478880|W1968459280,Cyb|PolInd,0.0439,1.164,0.2828,0,ruido_quimera,0,obra
W1535129021|W2026948646|W2123755784,Cyb|PolInd,0.0439,1.164,0.1541,0,ruido_quimera,0,obra
W1554940969|W1970428482|W2154683088,Cyb|PolInd,0.0439,1.164,0.3478,1,fechamento_trivial,0,obra
W1566478880|W1895366050|W1968459280,Cyb|PolInd,0.0439,1.164,0.3026,1,fechamento_trivial,0,obra
W1973308529|W2025177555|W2154683088,Cyb|PolInd,0.0413,1.164,0.3863,0,ruido_quimera,0,obra
W2013386523|W2025177555|W2154683088,Cyb|PolInd,0.0413,1.164,0.3243,1,fechamento_trivial,0,obra
W1554940969|W2072863585|W2154683088,Cyb|PolInd,0.0375,1.164,0.2878,0,ruido_quimera,0,obra
W1492856410|W1554940969|W233775549,Cyb|PolInd,0.0362,1.164,0.4393,0,ruido_quimera,0,obra
W1566478880|W2039191423|W2101157755,Cyb|PolInd,0.0336,1.164,0.3726,0,ruido_quimera,0,obra
W1566478880|W2101157755|W2118243939,Cyb|PolInd,0.0336,1.164,0.3767,0,ruido_quimera,0,obra
W2108795964|W2123755784|W233775549,Cyb|PolInd,0.0336,1.164,0.267,0,ruido_quimera,0,obra
W2123755784|W2140409505|W233775549,Cyb|PolInd,0.0336,1.164,0.1733,0,ruido_quimera,0,obra
W1492856410|W1506732837|W1554940969,Cyb|PolInd,0.0323,1.164,0.382,0,ruido_quimera,0,obra
W1554940969|W1968459280|W2123755784,Cyb|PolInd,0.031,1.164,0.2258,0,ruido_quimera,0,obra
W1566478880|W2140956556|W603352075,Cyb|PolInd,0.0297,1.164,0.3962,0,ruido_quimera,0,obra
W1227306373|W1492856410|W1554940969,Cyb|PolInd,0.0284,1.164,0.342,1,ruido_quimera,0,obra
W1495886451|W1566478880|W2037306909,Cyb|PolInd,0.0284,1.164,0.3378,1,ruido_quimera,0,obra
W1566478880|W2095561982|W2101157755,Cyb|PolInd,0.0114,1.164,0.4024,0,ruido_quimera,0,obra
W1601629960|W2134758682|W2566856888,PolInd|Reg,0.053,1.153,0.2512,0,ruido_quimera,0,obra
W1517138715|W1601629960|W2134758682,PolInd|Reg,0.0517,1.153,0.2695,0,ruido_quimera,0,obra
W1535129021|W1601629960|W2134758682,PolInd|Reg,0.0517,1.153,0.2699,0,ruido_quimera,0,obra
W1601629960|W2020982650|W2099330597,PolInd|Reg,0.0439,1.153,0.2948,1,fechamento_trivial,0,obra
W1500608409|W1601629960|W2131740028,PolInd|Reg,0.0426,1.153,0.266,0,ruido_quimera,0,obra
W1601629960|W1980975001|W2099330597,PolInd|Reg,0.0362,1.153,0.3442,1,ruido_quimera,0,obra
W1570538375|W1601629960|W1973308529,PolInd|Reg,0.0336,1.153,0.3662,0,ruido_quimera,0,obra
W1601629960|W2037927976|W3022339544,PolInd|Reg,0.0336,1.153,0.3315,1,ruido_quimera,0,obra
W1601629960|W2043474425|W2131740028,PolInd|Reg,0.0323,1.153,0.3165,1,ruido_quimera,0,obra
W1601629960|W2131740028|W232611682,PolInd|Reg,0.0323,1.153,0.2517,0,ruido_quimera,0,obra
W1517138715|W2025177555|W2123755784,Cyb|PolInd,0.0556,1.138,0.1962,0,ruido_quimera,0,obra
W2026948646|W2131740028|W2154683088,Cyb|PolInd,0.0517,1.138,0.1995,0,ruido_quimera,0,obra
W1492856410|W1517138715|W1601944394,Cyb|PolInd,0.0491,1.138,0.3254,1,fechamento_trivial,0,obra
W1492856410|W1601944394|W2566856888,Cyb|PolInd,0.0478,1.138,0.3116,1,fechamento_trivial,0,obra
W1970428482|W2061977616|W2123755784,Cyb|PolInd,0.0478,1.138,0.1431,0,ruido_quimera,0,obra
W1540626093|W2140409505|W2154683088,Cyb|PolInd,0.0452,1.138,0.3189,1,fechamento_trivial,0,obra
W1970428482|W2013386523|W2123755784,Cyb|PolInd,0.0426,1.138,0.1243,0,ruido_quimera,0,obra
W1492856410|W2013386523|W2086450534,Cyb|PolInd,0.0413,1.138,0.2919,1,fechamento_trivial,0,obra
W1492856410|W1973308529|W2086450534,Cyb|PolInd,0.0401,1.138,0.2694,0,ruido_quimera,0,obra
W1566478880|W1731457293|W2086450534,Cyb|PolInd,0.0388,1.138,0.2931,1,ruido_quimera,0,obra
W1566478880|W2086450534|W2122679534,Cyb|PolInd,0.0388,1.138,0.2074,0,ruido_quimera,0,obra
W1566478880|W1601944394|W1978399955,Cyb|PolInd,0.0375,1.138,0.3197,1,ruido_quimera,0,obra
W1566478880|W2082503759|W2086450534,Cyb|PolInd,0.0375,1.138,0.1883,0,ruido_quimera,0,obra
W1492856410|W1554940969|W1968044930,Cyb|PolInd,0.0362,1.138,0.432,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2102469678,Cyb|PolInd,0.0362,1.138,0.31,1,ruido_quimera,0,obra
W2061977616|W2072863585|W2123755784,Cyb|PolInd,0.0362,1.138,0.1452,0,ruido_quimera,0,obra
W1566478880|W1601944394|W2095561982,Cyb|PolInd,0.0349,1.138,0.3558,1,ruido_quimera,0,obra
W1566478880|W1601944394|W2118243939,Cyb|PolInd,0.0349,1.138,0.3112,1,ruido_quimera,0,obra
W1527571715|W1566478880|W1990513740,Cyb|PolInd,0.031,1.138,0.2798,0,ruido_quimera,0,obra
W1566478880|W1968044930|W1990513740,Cyb|PolInd,0.031,1.138,0.2722,0,ruido_quimera,0,obra
W2013386523|W2072863585|W2123755784,Cyb|PolInd,0.031,1.138,0.1265,0,ruido_quimera,0,obra
W2154683088|W2566856888|W90769783,Cyb|PolInd,0.031,1.138,0.3224,1,ruido_quimera,0,obra
W1535129021|W2154683088|W90769783,Cyb|PolInd,0.0297,1.138,0.3499,1,ruido_quimera,0,obra
W1566478880|W1968044930|W2059789395,Cyb|PolInd,0.0297,1.138,0.3726,0,ruido_quimera,0,obra
W1492856410|W2025177555|W3022339544,Cyb|PolInd,0.0114,1.138,0.357,1,ruido_quimera,0,obra
W1566478880|W1601944394|W2039191423,Cyb|PolInd,0.0114,1.138,0.3896,0,ruido_quimera,0,obra
W1601629960|W2099330597|W595329111,PolInd|Reg,0.0543,1.125,0.1615,0,ruido_quimera,0,obra
W1601629960|W2128634656|W2566856888,PolInd|Reg,0.0504,1.125,0.3585,1,fechamento_trivial,0,obra
W1517138715|W1601629960|W2128634656,PolInd|Reg,0.0491,1.125,0.3834,0,ruido_quimera,0,obra
W1535129021|W1601629960|W2128634656,PolInd|Reg,0.0491,1.125,0.3786,0,ruido_quimera,0,obra
W1601629960|W1973308529|W2080554996,PolInd|Reg,0.0413,1.125,0.3222,1,fechamento_trivial,0,obra
W1574300438|W1601629960|W2131740028,PolInd|Reg,0.0401,1.125,0.2532,0,ruido_quimera,0,obra
W142073415|W1601629960|W3022339544,PolInd|Reg,0.0388,1.125,0.3431,1,ruido_quimera,0,obra
W1601629960|W1973308529|W2057748843,PolInd|Reg,0.0375,1.125,0.256,0,ruido_quimera,0,obra
W1601629960|W221732451|W2566856888,PolInd|Reg,0.031,1.125,0.3332,1,ruido_quimera,0,obra
